pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
honorable	dishonorable	a	honorable%3:00:00::	dishonorable%3:00:00::	"worthy of being honored; entitled to honor and respect"	"lacking honor or integrity; deserving dishonor"	no	affixal	dis-	NA	direct	NA
inclined	disinclined	a	inclined%3:00:02::	disinclined%3:00:00::	(often followed by `to') having a preference, disposition, or tendency	unwilling because of mild dislike or disapproval	no	affixal	dis-	NA	direct	NA
conjunct	disjunct	a	conjunct%3:00:00::	disjunct%3:00:00::	progressing melodically by intervals of a second	progressing melodically by intervals larger than a major second	no	affixal	dis-	NA	indirect	OPP
conjunctive	disjunctive	a	conjunctive%3:00:00::	disjunctive%3:00:00::	serving or tending to connect	serving or tending to divide or separate	no	affixal	dis-	NA	indirect	OPP
liked	disliked	a	liked%3:00:00::	disliked%3:00:00::	"found pleasant or attractive; often used as a combining form"	regarded with aversion	no	affixal	dis-	NA	direct	NA
loyal	disloyal	a	loyal%3:00:00::	disloyal%3:00:00::	steadfast in allegiance or duty	deserting your allegiance or duty to leader or cause or principle	no	affixal	dis-	NA	direct	NA
obedient	disobedient	a	obedient%3:00:00::	disobedient%3:00:00::	"dutifully complying with the commands or instructions of those in authority; the refractory remain unburdened""- Edmund Burke"	not obeying or complying with commands of those in authority	no	affixal	dis-	NA	direct	NA
organized	disorganized	a	organized%3:00:01::	disorganized%3:00:00::	methodical and efficient in arrangement or function	lacking order or methodical arrangement or function	no	affixal	dis-	NA	direct	NA
pleased	displeased	a	pleased%3:00:00::	displeased%3:00:00::	experiencing or manifesting pleasure	"not pleased; experiencing or manifesting displeasure"	no	affixal	dis-	NA	direct	NA
pleasing	displeasing	a	pleasing%3:00:00::	displeasing%3:00:00::	giving pleasure and satisfaction	causing displeasure or lacking pleasing qualities	no	affixal	dis-	NA	direct	NA
reputable	disreputable	a	reputable%3:00:00::	disreputable%3:00:00::	having a good reputation	lacking respectability in character or behavior or appearance	no	affixal	dis-	NA	direct	NA
persuasive	dissuasive	a	persuasive%3:00:00::	dissuasive%3:00:00::	intended or having the power to induce action or belief	deterring from action	no	affixal	dis-	NA	direct	NA
concentrated	distributed	a	concentrated%3:00:00::	distributed%3:00:00::	gathered together or made less diffuse	spread out or scattered about or divided up	no	affixal	dis-	NA	direct	NA
collective	distributive	a	collective%3:00:00::	distributive%3:00:00::	forming a whole or aggregate	serving to distribute or allot or disperse	no	affixal	dis-	NA	direct	NA
trustful	distrustful	a	trustful%3:00:00::	distrustful%3:00:00::	"inclined to believe or confide readily; full of trust"	having or showing distrust	no	affixal	dis-	NA	direct	NA
agreement	disagreement	n	agreement%1:26:01::	disagreement%1:26:00::	harmony of people's opinions or actions or characters	a conflict of people's opinions or actions or characters	no	affixal	dis-	NA	direct	NA
appearance	disappearance	n	appearance%1:11:00::	disappearance%1:11:00::	the event of coming into sight	the event of passing out of sight	no	affixal	dis-	NA	indirect	ROD
arming	disarming	n	arming%1:04:00::	disarming%1:04:00::	the act of equiping with weapons in preparation for war	act of reducing or depriving of arms	no	affixal	dis-	NA	indirect	ROA
association	disassociation	n	association%1:26:02::	disassociation%1:26:01::	the state of being connected together as in memory or imagination	the state of being unconnected in memory or imagination	no	affixal	dis-	NA	indirect	ROD
composure	discomposure	n	composure%1:07:00::	discomposure%1:07:00::	steadiness of mind under stress	a temperament that is perturbed and lacking in composure	no	affixal	dis-	NA	indirect	OPP
continuance	discontinuance	n	continuance%1:04:00::	discontinuance%1:04:00::	the act of continuing an activity without interruption	"the act of discontinuing or breaking off; an interruption (temporary or permanent)"	no	affixal	dis-	NA	indirect	OPP
embarrassment	disembarrassment	n	embarrassment%1:11:00::	disembarrassment%1:11:00::	some event that causes someone to be embarrassed	something that extricates you from embarrassment	no	affixal	dis-	NA	indirect	ROA
enfranchisement	disenfranchisement	n	enfranchisement%1:04:00::	disenfranchisement%1:04:00::	the act of certifying or bestowing a franchise on	the act of withdrawing certification or terminating a franchise	no	affixal	dis-	NA	indirect	ROA
fluency	disfluency	n	fluency%1:09:02::	disfluency%1:09:00::	skillfulness in speaking or writing	lack of skillfulness in speaking or writing	no	affixal	dis-	NA	indirect	LAC
incentive	disincentive	n	incentive%1:16:00::	disincentive%1:16:00::	a positive motivational influence	a negative motivational influence	no	affixal	dis-	NA	indirect	OPP
deflation	disinflation	n	deflation%1:22:00::	disinflation%1:22:00::	a contraction of economic activity resulting in a decline of prices	a reduction of prices intended to improve the balance of payments	no	affixal	dis-	NA	indirect	OPP
loyalty	disloyalty	n	loyalty%1:07:00::	disloyalty%1:07:00::	the quality of being loyal	the quality of being disloyal	no	affixal	dis-	NA	indirect	OPP
orderliness	disorderliness	n	orderliness%1:26:00::	disorderliness%1:26:00::	a condition of regular or proper arrangement	a condition in which things are not in their expected places	no	affixal	dis-	NA	direct	NA
indispensability	dispensability	n	indispensability%1:07:00::	dispensability%1:07:00::	the quality possessed by something that you cannot possibly do without	the quality possessed by something that you can get along without	no	affixal	in-	NA	indirect	OPP
proportion	disproportion	n	proportion%1:25:00::	disproportion%1:25:00::	balance among the parts of something	"lack of proportion; imbalance among the parts of something"	no	affixal	dis-	NA	indirect	LAC
reputability	disreputability	n	reputability%1:07:00::	disreputability%1:07:00::	honorableness by virtue of being respectable and having a good reputation	dishonorableness by virtue of lacking respectability or a good reputation	no	affixal	dis-	NA	indirect	OPP
repute	disrepute	n	repute%1:26:00::	disrepute%1:26:00::	the state of being held in high esteem and honor	the state of being held in low esteem	no	affixal	dis-	NA	indirect	OPP
service	disservice	n	service%1:04:00::	disservice%1:04:00::	an act of help or assistance	an act intended to help that turns out badly	no	affixal	dis-	NA	indirect	OPP
similarity	dissimilarity	n	similarity%1:07:00::	dissimilarity%1:07:00::	the quality of being similar	the quality of being dissimilar	no	affixal	dis-	NA	direct	NA
union	disunion	n	union%1:04:00::	disunion%1:04:00::	the act of making or becoming a single unit	the termination or destruction of union	no	affixal	dis-	NA	indirect	ROA
disequilibrium	equilibrium	n	disequilibrium%1:26:00::	equilibrium%1:26:00::	loss of equilibrium attributable to an unstable situation in which some forces outweigh others	a stable situation in which forces cancel one another	no	affixal	dis-	NA	direct	NA
encouragingly	discouragingly	r	encouragingly%4:02:00::	discouragingly%4:02:00::	in an encouraging manner	in a discouraging manner	no	affixal	dis-	NA	indirect	OPP
courteously	discourteously	r	courteously%4:02:00::	discourteously%4:02:00::	in a polite manner	in an impolite manner	no	affixal	dis-	NA	indirect	OPP
respectfully	disrespectfully	r	respectfully%4:02:00::	disrespectfully%4:02:00::	in a respectful manner	in a disrespectful manner	no	affixal	dis-	NA	indirect	OPP
distrustfully	trustfully	r	distrustfully%4:02:00::	trustfully%4:02:00::	with distrust	"with trust; in a trusting manner"	yes	affixal	dis-	NA	indirect	OPP
disagree	agree	v	disagree%2:42:00::	agree%2:42:00::	be different from one another	"be compatible, similar or consistent; coincide in their characteristics"	yes	affixal	dis-	NA	direct	NA
disallow	allow	v	disallow%2:32:00::	allow%2:32:00::	command against	consent to, give permission	yes	affixal	dis-	NA	indirect	ROA
approve	disapprove	v	approve%2:32:00::	disapprove%2:32:00::	give sanction to	deem wrong or inappropriate	no	affixal	dis-	NA	indirect	ROA
arrange	disarrange	v	arrange%2:35:00::	disarrange%2:35:00::	put into a proper or systematic order	destroy the arrangement or order of	no	affixal	dis-	NA	indirect	ROA
believe	disbelieve	v	believe%2:31:00::	disbelieve%2:31:00::	"accept as true; take to be true"	"reject as false; refuse to accept"	no	affixal	dis-	NA	indirect	ROA
enlist	discharge	v	enlist%2:33:01::	discharge%2:33:00::	engage somebody to enter the army	release from military service	no	affixal	dis-	NA	indirect	ROA
connect	disconnect	v	connect%2:35:00::	disconnect%2:35:00::	connect, fasten, or put together two or more pieces	make disconnected, disjoin or unfasten	no	affixal	dis-	NA	indirect	ROA
content	discontent	v	content%2:37:00::	discontent%2:37:00::	make content	make dissatisfied	no	affixal	dis-	NA	indirect	ROA
encourage	discourage	v	encourage%2:37:00::	discourage%2:37:00::	"inspire with confidence; give hope or courage to"	"deprive of courage or hope; take away hope from; cause to feel discouraged"	no	affixal	dis-	NA	indirect	ROA
engage	disengage	v	engage%2:35:00::	disengage%2:35:00::	keep engaged	release from something that holds fast, connects, or entangles	no	affixal	dis-	NA	indirect	ROA
entangle	disentangle	v	entangle%2:35:00::	disentangle%2:35:00::	twist together or entwine into a confusing mass	extricate from entanglement	no	affixal	dis-	NA	indirect	ROA
incarnate	disincarnate	v	incarnate%2:36:00::	disincarnate%2:36:00::	make concrete and real	"make immaterial; remove the real essence of"	no	affixal	dis-	NA	indirect	ROA
lodge	dislodge	v	lodge%2:35:00::	dislodge%2:35:00::	put, fix, force, or implant	remove or force out from a position	no	affixal	dis-	NA	indirect	ROA
obey	disobey	v	obey%2:41:00::	disobey%2:41:00::	be obedient to	"refuse to go along with; refuse to follow; be disobedient"	no	affixal	dis-	NA	indirect	ROA
orient	disorient	v	orient%2:39:00::	disorient%2:39:00::	determine one's position with reference to another point	cause to be lost or disoriented	no	affixal	dis-	NA	indirect	ROA
please	displease	v	please%2:37:00::	displease%2:37:00::	give pleasure to or be pleasing to	give displeasure to	no	affixal	dis-	NA	indirect	ROA
prove	disprove	v	prove%2:31:00::	disprove%2:31:00::	establish the validity of something, as by an example, explanation or experiment	prove to be false	no	affixal	dis-	NA	indirect	ROA
qualify	disqualify	v	qualify%2:32:02::	disqualify%2:32:00::	pronounce fit or able	declare unfit	no	affixal	dis-	NA	indirect	ROA
respect	disrespect	v	respect%2:41:00::	disrespect%2:41:00::	show respect towards	show a lack of respect for	no	affixal	dis-	NA	indirect	ROA
assent	dissent	v	assent%2:32:00::	dissent%2:32:00::	to agree or express agreement	withhold assent	no	affixal	dis-	NA	indirect	ROA
persuade	dissuade	v	persuade%2:32:00::	dissuade%2:32:00::	"cause somebody to adopt a certain position, belief, or course of action; twist somebody's arm"	turn away from by persuasion	no	affixal	dis-	NA	indirect	ROA
trust	distrust	v	trust%2:31:00::	distrust%2:31:00::	have confidence or faith in	"regard as untrustworthy; regard with suspicion; have no faith or confidence in"	no	affixal	dis-	NA	indirect	ROA
disembark	embark	v	disembark%2:38:00::	embark%2:38:00::	go ashore	go on board	yes	affixal	dis-	NA	indirect	ROA
disable	enable	v	disable%2:30:00::	enable%2:30:00::	make unable to perform a certain action	render capable or able for some task	yes	affixal	dis-	NA	indirect	ROA
dislike	like	v	dislike%2:37:00::	like%2:37:05::	have or feel a dislike or distaste for	find enjoyable or agreeable	no	affixal	dis-	NA	indirect	ROA
upmarket	downmarket	a	upmarket%3:00:00::	downmarket%3:00:00::	designed for consumers with high incomes	designed for low-income consumers	no	non-affixal	NA	NA	NA	NA
uptown	downtown	a	uptown%3:00:00::	downtown%3:00:00::	of or located in the upper part of a town	of or located in the lower part of a town, or in the business center	no	non-affixal	NA	NA	NA	NA
downtime	uptime	n	downtime%1:28:00::	uptime%1:28:00::	a period of time when something (as a machine or factory) is not operating (especially as a result of malfunctions)	a period of time when something (as a machine or factory) is functioning and available for use	yes	non-affixal	NA	NA	NA	NA
downward	upward	r	downward%4:02:00::	upward%4:02:00::	spatially or metaphorically from a higher to a lower level or position	spatially or metaphorically from a lower to a higher position	yes	non-affixal	NA	NA	NA	NA
downwind	upwind	r	downwind%4:02:01::	upwind%4:02:01::	away from the wind	toward the wind	yes	non-affixal	NA	NA	NA	NA
euphemistic	dysphemistic	a	euphemistic%3:00:00::	dysphemistic%3:00:00::	substituting a mild term for a harsher or distasteful one	substitute a harsher or distasteful term for a mild one	no	affixal	dys-	NA	indirect	OPP
euphoric	dysphoric	a	euphoric%3:00:00::	dysphoric%3:00:00::	exaggerated feeling of well-being or elation	generalized feeling of distress	no	affixal	dys-	NA	indirect	OPP
euphoria	dysphoria	n	euphoria%1:12:00::	dysphoria%1:12:00::	a feeling of great (usually exaggerated) elation	abnormal depression and discontent	no	affixal	dys-	NA	indirect	OPP
influx	efflux	n	influx%1:22:00::	efflux%1:22:00::	the process of flowing in	the process of flowing out	no	affixal	ef-	NA	indirect	OPP
legal	illegal	a	legal%3:00:00::	illegal%3:00:00::	established by or founded upon law or official or accepted rules	prohibited by law or by official or accepted rules	no	affixal	il-	NA	direct	NA
