pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
emulsify	demulsify	v	emulsify%2:30:01::	demulsify%2:30:01::	cause to become an emulsion; make into an emulsion	cause to demulsify	no	affixal	de-		indirect	ROA
nationalise	denationalise	v	nationalise%2:30:00::	denationalise%2:30:00::	put under state control or ownership	put under private control or ownership	no	affixal	de-		indirect	ROA
nationalization	denationalization	n	nationalization%1:04:00::	denationalization%1:04:00::	changing something from private to state ownership or control	changing something from state to private ownership or control	no	affixal	de-		indirect	ROA
nationalize	denationalize	v	nationalize%2:30:00::	denationalize%2:30:00::	put under state control or ownership	put under private control or ownership	no	affixal	de-		indirect	ROA
naturalize	denaturalize	v	naturalize%2:30:01::	denaturalize%2:30:01::	make more natural or lifelike	make less natural or unnatural	no	affixal	de-		indirect	ROA
personalize	depersonalize	v	personalize%2:30:00::	depersonalize%2:30:00::	make personal or more personal	make impersonal or present as an object	no	affixal	de-		indirect	ROA
regulate	deregulate	v	regulate%2:41:01::	deregulate%2:41:00::	bring into conformity with rules or principles or usage; impose regulations	lift the regulations on	no	affixal	de-		indirect	ROA
restrict	derestrict	v	restrict%2:41:00::	derestrict%2:41:00::	place under restrictions; limit access to	make free from restrictions	no	affixal	de-		indirect	ROA
salinate	desalinate	v	salinate%2:30:00::	desalinate%2:30:00::	add salt to	remove salt from	no	affixal	de-		indirect	ROA
consecrate	desecrate	v	consecrate%2:32:00::	desecrate%2:32:00::	render holy by means of religious rites	remove the consecration from a person or an object	no	affixal	de-		indirect	ROA
sensitizing	desensitizing	a	sensitizing%3:00:00::	desensitizing%3:00:00::	making susceptible or sensitive to either physical or emotional stimuli	making less susceptible or sensitive to either physical or emotional stimuli	no	affixal	de-		indirect	ROA
stabilization	destabilization	n	stabilization%1:04:00::	destabilization%1:04:00::	the act of stabilizing something or making it more stable	the action of destabilizing; making something less stable (especially of a government or country or economy)	no	affixal	de-		indirect	ROA
stalinize	destalinize	v	stalinize%2:30:00::	destalinize%2:30:00::	transform in accordance with Stalin's policies	counteract the effects and policies of Stalinism	no	affixal	de-		indirect	ROA
attachable	detachable	a	attachable%3:00:00::	detachable%3:00:00::	capable of being fastened or added to something else	designed to be unfastened or disconnected without damage	no	affixal	de-		indirect	ROA
tribalisation	detribalisation	n	tribalisation%1:04:00::	detribalisation%1:04:00::	the act of making tribal; unification on a tribal basis	the decline or termination of tribal organization	no	affixal	de-		indirect	ROA
tribalization	detribalization	n	tribalization%1:04:00::	detribalization%1:04:00::	the act of making tribal; unification on a tribal basis	the decline or termination of tribal organization	no	affixal	de-		indirect	ROA
vitalize	devitalize	v	vitalize%2:30:00::	devitalize%2:30:00::	make more lively or vigorous	sap of life or energy	no	affixal	de-		indirect	ROA
demobilise	mobilise	v	demobilise%2:33:00::	mobilise%2:33:00::	retire from military service	get ready for war	yes	affixal	de-		indirect	ROA
demobilize	mobilize	v	demobilize%2:33:03::	mobilize%2:33:01::	release from military service or remove from the active list of military service	call to arms; of military personnel	yes	affixal	de-		indirect	ROA
denazify	nazify	v	denazify%2:30:00::	nazify%2:30:00::	free from Nazi ideology or detach from Nazi allegiance	cause or force to adopt Nazism or a Nazi character	yes	affixal	de-		indirect	ROA
deoxidise	oxidise	v	deoxidise%2:30:00::	oxidise%2:30:00::	to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons	add oxygen to or combine with oxygen	yes	affixal	de-		indirect	ROA
desegregate	segregate	v	desegregate%2:41:00::	segregate%2:41:00::	open (a place) to members of all races and ethnic groups	separate by race or religion; practice a policy of racial segregation	yes	affixal	de-		indirect	ROA
desensitise	sensitise	v	desensitise%2:39:00::	sensitise%2:39:00::	cause not to be sensitive	cause to sense; make sensitive	yes	affixal	de-		indirect	ROA
differentiate	dedifferentiate	v	differentiate%2:30:01::	dedifferentiate%2:30:00::	become different during development	lose specialization in form or function	no	affixal	de-		indirect	ROD
pressurise	depressurise	v	pressurise%2:30:00::	depressurise%2:30:00::	increase the pressure in or of	decrease the pressure of	no	affixal	de-		indirect	ROD
pressurize	depressurize	v	pressurize%2:30:00::	depressurize%2:30:00::	increase the pressure in or of	decrease the pressure of	no	affixal	de-		indirect	ROD
promotion	demotion	n	promotion%1:04:00::	demotion%1:04:00::	act of raising in rank or position	act of lowering in rank or position	no	affixal	de-	pro-	indirect	ROD
assimilate	dissimilate	v	assimilate%2:30:02::	dissimilate%2:30:02::	become similar in sound	become dissimilar by changing the sound qualities	no	affixal	dis-	a-	indirect	ROD
confident	diffident	a	confident%3:00:00::	diffident%3:00:00::	having or marked by confidence or assurance	lacking self-confidence	no	affixal	dis-	con-	direct	
conjunctive	disjunctive	a	conjunctive%3:00:00::	disjunctive%3:00:00::	serving or tending to connect	serving or tending to divide or separate	no	affixal	dis-	con-	indirect	ROD
convergence	divergence	n	convergence%1:09:00::	divergence%1:09:00::	the approach of an infinite series to a finite limit	an infinite series that has no limit	no	affixal	dis-	con-	indirect	ROD
encouragingly	discouragingly	r	encouragingly%4:02:00::	discouragingly%4:02:00::	in an encouraging manner	in a discouraging manner	no	affixal	dis-	en-	direct	
increasing	decreasing	a	increasing%3:00:02::	decreasing%3:00:02::	music	music	no	affixal	dis-	in-	indirect	ROD
disinflation	inflation	n	disinflation%1:22:00::	inflation%1:22:00::	a reduction of prices intended to improve the balance of payments	a general and progressive increase in prices	yes	affixal	dis-	in-	indirect	ROD
fluency	disfluency	n	fluency%1:09:02::	disfluency%1:09:00::	skillfulness in speaking or writing	lack of skillfulness in speaking or writing	no	affixal	dis-		indirect	INS
disagree	agree	v	disagree%2:42:00::	agree%2:42:00::	be different from one another	be compatible, similar or consistent; coincide in their characteristics	no	affixal	dis-		direct	
disallow	allow	v	disallow%2:32:00::	allow%2:32:00::	command against	consent to, give permission	yes	affixal	dis-		direct	
disapproval	approval	n	disapproval%1:12:00::	approval%1:12:00::	a feeling of disliking something or what someone is doing	a feeling of liking something or someone good	yes	affixal	dis-		direct	
advantage	disadvantage	v	advantage%2:41:00::	disadvantage%2:41:00::	give an advantage to	put at a disadvantage; hinder, harm	no	affixal	dis-		direct	
advantageously	disadvantageously	r	advantageously%4:02:00::	disadvantageously%4:02:00::	in a manner affording benefit or advantage	in a disadvantageous way; to someone's disadvantage	no	affixal	dis-		direct	
agreeableness	disagreeableness	n	agreeableness%1:07:01::	disagreeableness%1:07:01::	pleasantness resulting from agreeable conditions	the quality of being disagreeable and unpleasant	no	affixal	dis-		direct	
agreeably	disagreeably	r	agreeably%4:02:00::	disagreeably%4:02:00::	in an enjoyable manner	in a disagreeable manner	no	affixal	dis-		direct	
approbation	disapprobation	n	approbation%1:10:00::	disapprobation%1:10:00::	official recognition or approval	an expression of strong disapproval; pronouncing as wrong or morally culpable	no	affixal	dis-		direct	
approve	disapprove	v	approve%2:32:00::	disapprove%2:32:00::	give sanction to	deem wrong or inappropriate	no	affixal	dis-		direct	
approvingly	disapprovingly	r	approvingly%4:02:00::	disapprovingly%4:02:00::	in an approving manner	showing disapproval	no	affixal	dis-		direct	
assortative_mating	disassortative_mating	n	assortative_mating%1:04:00::	disassortative_mating%1:04:00::	mating of individuals having more traits in common than likely in random mating	mating of individuals having traits more dissimilar than likely in random mating	no	affixal	dis-		direct	
avow	disavow	v	avow%2:32:01::	disavow%2:32:00::	admit openly and bluntly; make no bones about	refuse to acknowledge; disclaim knowledge of; responsibility for, or association with	no	affixal	dis-		direct	
calced	discalced	a	calced%3:00:00::	discalced%3:00:00::	used of certain religious orders who wear shoes	(used of certain religious orders) barefoot or wearing only sandals	no	affixal	dis-		direct	
comfort	discomfort	n	comfort%1:26:00::	discomfort%1:26:00::	a state of being relaxed and feeling no pain	the state of being tense and feeling pain	no	affixal	dis-		direct	
composed	discomposed	a	composed%3:00:00::	discomposed%3:00:00::	serenely self-possessed and free from agitation especially in times of stress	having your composure disturbed	no	affixal	dis-		direct	
contentment	discontentment	n	contentment%1:12:00::	discontentment%1:12:00::	happiness with one's situation in life	a longing for something better than the present situation	no	affixal	dis-		direct	
continuance	discontinuance	n	continuance%1:04:00::	discontinuance%1:04:00::	the act of continuing an activity without interruption	the act of discontinuing or breaking off; an interruption (temporary or permanent)	no	affixal	dis-		direct	
continuation	discontinuation	n	continuation%1:04:00::	discontinuation%1:04:00::	the act of continuing an activity without interruption	the act of discontinuing or breaking off; an interruption (temporary or permanent)	no	affixal	dis-		direct	
continue	discontinue	v	continue%2:42:01::	discontinue%2:42:01::	continue a certain state, condition, or activity	come to or be at an end	no	affixal	dis-		direct	
continued	discontinued	a	continued%3:00:00::	discontinued%3:00:00::	without stop or interruption	stopped permanently or temporarily	no	affixal	dis-		direct	
encouragement	discouragement	n	encouragement%1:10:01::	discouragement%1:10:00::	the expression of approval and support	the expression of opposition and disapproval	no	affixal	dis-		direct	
encouraging	discouraging	a	encouraging%3:00:00::	discouraging%3:00:00::	giving courage or confidence or hope	depriving of confidence or hope or enthusiasm and hence often deterring action	no	affixal	dis-		direct	
courteous	discourteous	a	courteous%3:00:00::	discourteous%3:00:00::	characterized by courtesy and gracious good manners	showing no courtesy; rude	no	affixal	dis-		direct	
courtesy	discourtesy	n	courtesy%1:07:00::	discourtesy%1:07:00::	a courteous manner	a manner that is rude and insulting	no	affixal	dis-		direct	
enchanted	disenchanted	a	enchanted%3:00:00::	disenchanted%3:00:00::	influenced as by charms or incantations	freed from enchantment	no	affixal	dis-		direct	
esteem	disesteem	v	esteem%2:31:01::	disesteem%2:31:00::	regard highly; think much of	have little or no respect for; hold in contempt	no	affixal	dis-		direct	
honest	dishonest	a	honest%3:00:00::	dishonest%3:00:00::	not disposed to cheat or defraud; not deceptive or fraudulent	deceptive or fraudulent; disposed to cheat or defraud or deceive	no	affixal	dis-		direct	
honestly	dishonestly	r	honestly%4:02:01::	dishonestly%4:02:00::	in an honest manner	in a corrupt and deceitful manner	no	affixal	dis-		direct	
honesty	dishonesty	n	honesty%1:07:00::	dishonesty%1:07:00::	the quality of being honest	the quality of being dishonest	no	affixal	dis-		direct	
honor	dishonor	v	honor%2:41:00::	dishonor%2:41:00::	bestow honor or rewards upon	bring shame or dishonor upon	no	affixal	dis-		direct	
honorableness	dishonorableness	n	honorableness%1:07:00::	dishonorableness%1:07:00::	the quality of deserving honor or respect; characterized by honor	the quality of not deserving honor or respect	no	affixal	dis-		direct	
inclination	disinclination	n	inclination%1:12:00::	disinclination%1:12:00::	that toward which you are inclined to feel a liking	that toward which you are inclined to feel dislike	no	affixal	dis-		direct	
ingenuous	disingenuous	a	ingenuous%3:00:00::	disingenuous%3:00:00::	characterized by an inability to mask your feelings; not devious	not straightforward or candid; giving a false appearance of frankness	no	affixal	dis-		direct	
ingenuousness	disingenuousness	n	ingenuousness%1:07:00::	disingenuousness%1:07:00::	openly straightforward or frank	the quality of being disingenuous and lacking candor	no	affixal	dis-		direct	
bequeath	disinherit	v	bequeath%2:40:00::	disinherit%2:40:00::	leave or give by will after one's death	prevent deliberately (as by making a will) from inheriting	no	affixal	dis-		direct	
liking	dislike	n	liking%1:12:00::	dislike%1:12:00::	a feeling of pleasure and enjoyment	a feeling of aversion or antipathy	no	affixal	dis-		direct	
loyal	disloyal	a	loyal%3:00:00::	disloyal%3:00:00::	steadfast in allegiance or duty	deserting your allegiance or duty to leader or cause or principle	no	affixal	dis-		direct	
loyally	disloyally	r	loyally%4:02:00::	disloyally%4:02:00::	with loyalty; in a loyal manner	without loyalty; in a disloyal manner	no	affixal	dis-		direct	
obedience	disobedience	n	obedience%1:07:00::	disobedience%1:07:00::	the trait of being willing to obey	the trait of being unwilling to obey	no	affixal	dis-		direct	
obediently	disobediently	r	obediently%4:02:00::	disobediently%4:02:00::	in an obedient manner	in a disobedient manner	no	affixal	dis-		direct	
oblige	disoblige	v	oblige%2:32:01::	disoblige%2:32:00::	provide a service or favor for someone	ignore someone's wishes	no	affixal	dis-		direct	
ordered	disordered	a	ordered%3:00:00::	disordered%3:00:00::	having a systematic arrangement; especially having elements succeeding in order according to rule	not arranged in order	no	affixal	dis-		direct	
